text,label,text_original,text_recovered,n_obf_detected,recovery_log,has_obfuscation
only one current yankee sells only one current bosox sells only one player on each l.a team sells most teams have 0 yeah,0,"@dolphrudager Only one current Yankee sells! Only one current BoSox sells! Only ONE player on each L.A. team sells! Most teams have 0, yeah.",only one current yankee sells only one current bosox sells only one player on each l a team sells most teams have zero yes,0,,0
greatwhiteprivilege straight people are like ;can we all just be nice to each other& and queer people are,1,greatwhiteprivilege: straight people are like &#8220;can we all just be nice to each other&#8221; and queer people are... http://t.co/MiKfbLNZII,greatwhiteprivilege straight people are like can we all just be nice to each other and queer people are,0,,0
honky tonk badonka ankh,0,@idochips honky tonk badonka ankh,honky tonk badonka ankh,0,,0
report what u want but physically chasing/hounding is uncivilised .also in case of bansal/gadkari,0,RT @mediacrooks: Report what u want. But physically chasing/hounding is uncivilised.. @AdityaRajKaul ..Also in case of Bansal/Gadkari @anil&#8230;,report what you want but physically chasing hounding is uncivilised also in case of bansal gadkari,0,,0
hi charlie have a great day,0,"@Charlie4927 Hi Charlie, have a great day",hi charlie have a great day,0,,0
you've got no sole,0,@fennecuskitsune you've got no sole,you have got no sole,0,,0
yeah i had a bitch but she ain't bad as you so hit me up when you pass through,1,"Yeah, I had a bitch, but she ain't bad as you, so hit me up when you pass through",yes i had a bitch but she is not bad as you so hit me up when you pass through,0,,0
then he just got too basic and the hoes loved it from then on he made them his focal audience,1,RT @Prima_Doma: Then he just got too basic. &amp; the hoes loved it... From then on he made them his focal audience.,then he just got too basic and the hoes loved it from then on he made them his focal audience,0,,0
you may be redneck if you put steak seasoning on popcorn,0,RT @JBilinovich: You may be redneck if you put steak seasoning on popcorn @weidie1211,you may be redneck if you put steak seasoning on popcorn,0,,0
i don't think i even been in a real relationship.i thought they was real but they were just trash,0,RT @grind2times: I don't think I even been in a real relationship...i thought they was real but they were just trash,i do not think i even been in a real relationship i thought they was real but they were just trash,0,,0
you a hoe if you take a taxi to the club,1,You a hoe if you take a taxi to the club,you a hoe if you take a taxi to the club,0,,0
hey cunt i miss you too,1,"RT @KayciMalynn: @__0utcast___ hey cunt, I miss you too &#128532;",hey cunt i miss you too,0,,0
aids fuck smdh u punk bitch,1,@FuckTheMallcops @theharris338 @MrMooncricket @BobbyBotsods @JimTalbot1963 @UncleUnco aids fuck? Smdh u punk bitch.,aids fuck smdh you punk bitch,0,,0
u ho@realwizkhalifa u hot i really like the way u keep te flow natural,0,u ho@RealWizKhalifa u hot i really like the way u keep te flow natural,you ho you hot i really like the way you keep te flow natural,1,ho@realwizkhalifa→hoarealwizkhalifa[special_char],1
getting ready for nevada hump day real live camels ostriches and zebras oh my,0,"RT @ronele: Getting ready for Nevada Hump Day @nevadamuseum. Real live camels, ostriches and zebras - oh my! @VirginiaCity #NevadaHumpDay #&#8230;",getting ready for nevada hump day real live camels ostriches and zebras oh my nevadahumpday,0,,0
can raheel mock propphet muhammad in same way as he mocked lord ram and sita will he apologise,0,RT @India_MSM: can Raheel mock Propphet Muhammad in same way as he mocked Lord Ram and Sita https://t.co/IjeAhR3cJI &#8230; will he apologise ?&#8230;,can raheel mock propphet muhammad in same way as he mocked lord ram and sita will he apologise,0,,0
on this day february 13 in waylon jennings left us for that honky-tonk in the sky dreaming my dreams ht,0,"RT @TwangNation: On this day , February 13, in 2002 Waylon Jennings left us for that honky-tonk in the sky - Dreaming My Dreams - ht ...",on this day february thirteen in two thousand two waylon jennings left us for that honky tonk in the sky dreaming my dreams,0,,0
that bitch could sit on my face,1,That bitch could sit on my face.,that bitch could sit on my face,0,,0
yesterday i saw a red hair do with streaks of orange and yellow in it combed up like woody wood pecker and,0,"Yesterday, I saw a red hair do, with streaks of orange and yellow in it. Combed up like Woody Wood Pecker. And... http://t.co/o3hiKa2Fin",yesterday i saw a red hair do with streaks of orange and yellow in it combed up like woody wood pecker and,0,,0
i know these niglets heard me screaming,1,I know these niglets heard me screaming &#128514;&#128514;,i know these niglets heard me screaming,0,,0
i'll beat the pussy up that's a hook right thur&,1,"&#8220;@Benkasso: I'll beat the pussy up, that's a hook right thur&#8221; &#128064;",i will beat the pussy up that is a hook right thur,0,,0
allen west and the slippery slope of obama's constitutional contempt,0,RT @eph4_15: Allen West &amp; The Slippery slope of Obama's constitutional contempt http://t.co/ropPmOtnbD #PJNET #CCOT,allen west and the slippery slope of obamas constitutional contempt pjnet ccot,0,,0
i copped a uzi but i need some bullets for that bitch,1,I copped a Uzi but I need some bullets for that bitch !,i copped a uzi but i need some bullets for that bitch,0,,0
i wish i wish i wish i wish i wish i wish a bitch would cept she already did gonna have to handle this,1,"I wish, I wish, I wish, I wish, I wish, I wish a bitch would.. Cept she already did, gonna have to handle this &#128522;",i wish i wish i wish i wish i wish i wish a bitch would cept she already did going to have to handle this,0,,0
only white trash watch football,1,Only white trash watch football.,only white trash watch football,0,,0
lakers fans will feel the pain the yankees fans are feeling today at the end of basketball season,0,Lakers fans will feel the pain the Yankees fans are feeling today at the end of basketball season.,lakers fans will feel the pain the yankees fans are feeling today at the end of basketball season,0,,0
don't judge me i am vindictive and vengeful when it comes to bitches disrespecting me,1,Don't judge me.. i am vindictive and vengeful when it comes to bitches disrespecting me.,do not judge me i am vindictive and vengeful when it comes to bitches disrespecting me,0,,0
"horrible rapper tyga most trash rapper ever ""she want a yellow nigga corn on the cob i smacked my mom when i heard him&",1,"RT @CloutGod: Horrible rapper #1 Tyga - Most trash rapper ever ""She want a yellow nigga, corn on the cob"" I smacked my mom when I heard him&#8230;",horrible rapper one tyga most trash rapper ever she want a yellow nigga corn on the cob i smacked my mom when i heard,0,,0
fuck your redskins bitch,1,@HTTRdcRising fuck your redskins bitch!,fuck your redskins bitch,0,,0
yeah great song just watching the msg concert of yankee stadium gig,0,@contrarian11 @YouTube yeah. great song. just watching the MSG concert of 1990 Yankee Stadium gig.,yes great song just watching the msg concert of one thousand nine hundred ninety yankee stadium gig,0,,0
i can turn yo bitch into a eaterrrrrrrrr,1,"""@lildurk_: I can turn yo bitch into a eaterrrrrrrrr""",i can turn yo bitch into a eater,1,eaterrrrrrrrr→eater[elongation],1
"lol that caitlyn ""can't carry retards",1,"@HeilSidious @BreezByYa LOL that Caitlyn.. ""Can't carry 3 retards""",laughing out loud that caitlyn cannot carry three retards,0,,0
this match is an attack on my patience i cant even,0,This match is an attack on my patience; I can’t even!,this match is an attack on my patience i cannot even,0,,0
the are playing the tonight in other words i am not friends with,0,"The @Yankees are playing the @tigers tonight. In other words, I am not friends with @mtaraban.",the are playing the tonight in other words i am not friends with,0,,0
byee iverrishaa ghetto ass name,1,@RishaaWilliams byee iverrishaa &#128514;&#128514; ghetto ass name,byee iverrishaa ghetto ass name,0,,0
happy birthday cotton picker lol,0,RT @Elisaa_Martinez: Happy birthday cotton picker lol @1NOnlyDirtyMike,happy birthday cotton picker laughing out loud,0,,0
come on man oreo needs to chill you know about these good or nah,0,Come on man RT @BasedLaRock: Oreo needs to chill &#128686;RT @TheDonDrew: You know about these @PremiumPete? good or nah? http://t.co/Mw9QXG3vFW,come on man oreo needs to chill you know about these good or no,0,,0
"the kfan mock draft continues cleveland is ""on the clock paul allen has the vikings 8th pick i am going with def back justin gilbert",0,"The KFAN mock draft continues, Cleveland is ""on the clock"". Paul Allen has the Vikings 8th pick. I am going with Def back, Justin Gilbert",the kfan mock draft continues cleveland is on the clock paul allen has the vikings eighth pick i am going with def back justin gilbert,0,,0
every time i think i'm winning the game just destroys my progress,0,"Every time I think I'm winning, the game just destroys my progress.",every time i think i am winning the game just destroys my progress,0,,0
it's supposed to be grey with speckled blue midsole and the soles are more yellow than icy so pass,0,@MSoltan18 @Jordan23Junkies it's supposed to be grey with speckled blue midsole and the soles are more yellow than icy so pass,it is supposed to be grey with speckled blue midsole and the soles are more yellow than icy so pass,0,,0
i'll see you guys later i gotta go bake my blood crackers,0,@rashidgill5 I'll see you guys later. I gotta go bake my blood crackers. @RazaHussain101,i will see you guys later i got to go bake my blood crackers,0,,0
fuck olive that bitch,1,@hazelinaaax3 @olivia_hrbek @kristiexox3 fuck Olive that bitch,fuck olive that bitch,0,,0
leo apolonio look this niggah did a drive by on the bike,1,' Leo Apolonio Look this niggah did a drive by on the bike http://t.co/3NisWlPNeC,leo apolonio look this niggah did a drive by on the bike,0,,0
only good thing about this season,0,@Yankees Only good thing about this season. #FireCashman .,only good thing about this season firecashman,0,,0
i want to beat this bitches ass soooo bad,1,I want to beat this bitches ass soooo bad,i want to beat this bitches ass so bad,1,soooo→so[elongation],1
